simulation_id,timestamp,arrival_rate,expert_weights,complexity_sigma,tx_count,tx_by_model,total_bytes,duration_s,energy_j,power_w,j_per_tx,tx_per_second,blocks_used,start_block,end_block
843,2026-01-25T20:48:18.335113,26.32,"{""Fast-Inference"": 0.38524210382454027, ""Standard-Inference"": 0.22396357135568448, ""Complex-Inference"": 0.2027185440638636, ""Ensemble-Inference"": 0.18807578075591164}",0.805,100,"{""0"": 36, ""1"": 26, ""3"": 20, ""2"": 18}",80991,6.24,150.62,24.16,1.5062,16.04,1,1690,1691
844,2026-01-25T20:48:30.363974,29.32,"{""Fast-Inference"": 0.4046668784796132, ""Standard-Inference"": 0.19308830401354155, ""Complex-Inference"": 0.20465912013471096, ""Ensemble-Inference"": 0.19758569737213424}",0.42,100,"{""2"": 22, ""0"": 38, ""1"": 19, ""3"": 21}",66921,6.23,157.08,25.21,1.5708,16.05,1,1692,1693
845,2026-01-25T20:48:42.339230,24.14,"{""Fast-Inference"": 0.4016891373308808, ""Standard-Inference"": 0.17910752984883016, ""Complex-Inference"": 0.19987746760192435, ""Ensemble-Inference"": 0.21932586521836475}",0.889,100,"{""0"": 37, ""2"": 19, ""1"": 20, ""3"": 24}",72294,6.23,149.97,24.06,1.4997,16.04,1,1694,1695
846,2026-01-25T20:48:54.092163,5.61,"{""Fast-Inference"": 0.3785032656327924, ""Standard-Inference"": 0.2083414584030338, ""Complex-Inference"": 0.22959001516154917, ""Ensemble-Inference"": 0.18356526080262478}",0.514,99,"{""2"": 25, ""0"": 35, ""1"": 22, ""3"": 17}",63514,5.93,143.27,24.16,1.4472,16.7,1,1696,1697
847,2026-01-25T20:49:06.146515,15.57,"{""Fast-Inference"": 0.3857396568657851, ""Standard-Inference"": 0.21078753311874068, ""Complex-Inference"": 0.21552808473145607, ""Ensemble-Inference"": 0.1879447252840182}",0.502,100,"{""1"": 18, ""2"": 20, ""0"": 44, ""3"": 18}",62871,5.93,145.05,24.46,1.4505,16.86,1,1698,1699
848,2026-01-25T20:49:18.363832,24.75,"{""Fast-Inference"": 0.375708372380813, ""Standard-Inference"": 0.19398467992583698, ""Complex-Inference"": 0.21935171574585452, ""Ensemble-Inference"": 0.21095523194749555}",0.46,100,"{""3"": 19, ""0"": 44, ""1"": 22, ""2"": 15}",57979,6.24,151.3,24.26,1.513,16.03,1,1700,1701
849,2026-01-25T20:49:30.088196,9.14,"{""Fast-Inference"": 0.3895965960059055, ""Standard-Inference"": 0.18233705827592003, ""Complex-Inference"": 0.20417768499291652, ""Ensemble-Inference"": 0.22388866072525793}",0.646,100,"{""0"": 36, ""1"": 15, ""3"": 28, ""2"": 21}",69471,5.93,143.6,24.2,1.436,16.85,1,1702,1703
850,2026-01-25T20:49:42.084597,20.22,"{""Fast-Inference"": 0.35628711156071835, ""Standard-Inference"": 0.20442777934726605, ""Complex-Inference"": 0.22219289328282435, ""Ensemble-Inference"": 0.21709221580919127}",0.77,100,"{""0"": 42, ""2"": 17, ""3"": 20, ""1"": 21}",64203,5.93,143.45,24.18,1.4345,16.86,1,1704,1705
851,2026-01-25T20:49:54.283363,24.39,"{""Fast-Inference"": 0.38078901396429926, ""Standard-Inference"": 0.22718515982607917, ""Complex-Inference"": 0.21538991948229194, ""Ensemble-Inference"": 0.17663590672732965}",0.501,89,"{""1"": 18, ""0"": 41, ""3"": 10, ""2"": 20}",45973,6.22,151.2,24.32,1.6989,14.31,1,1706,1707
852,2026-01-25T20:50:06.080380,26.84,"{""Fast-Inference"": 0.356677505975466, ""Standard-Inference"": 0.22296540794447656, ""Complex-Inference"": 0.22561409514924613, ""Ensemble-Inference"": 0.1947429909308114}",0.819,91,"{""0"": 34, ""3"": 15, ""2"": 17, ""1"": 25}",57119,5.91,142.2,24.05,1.5626,15.39,1,1708,1709
853,2026-01-25T20:50:18.078020,25.44,"{""Fast-Inference"": 0.35876830501146173, ""Standard-Inference"": 0.22405389944103124, ""Complex-Inference"": 0.21558363966900723, ""Ensemble-Inference"": 0.2015941558784998}",0.739,93,"{""3"": 18, ""0"": 38, ""2"": 15, ""1"": 22}",55482,5.92,-61096.79,-10318.36,-656.9547,15.71,1,1710,1711
854,2026-01-25T20:50:30.370823,26.77,"{""Fast-Inference"": 0.3792787012992898, ""Standard-Inference"": 0.18232412884091462, ""Complex-Inference"": 0.22448993970635064, ""Ensemble-Inference"": 0.21390723015344504}",0.729,96,"{""1"": 23, ""0"": 33, ""2"": 19, ""3"": 21}",67095,6.23,149.66,24.02,1.5589,15.41,1,1712,1713
855,2026-01-25T20:50:42.325317,13.54,"{""Fast-Inference"": 0.36952777077401994, ""Standard-Inference"": 0.18982767068319603, ""Complex-Inference"": 0.23540244803898144, ""Ensemble-Inference"": 0.2052421105038026}",0.962,100,"{""1"": 22, ""0"": 34, ""3"": 15, ""2"": 29}",69338,6.24,149.2,23.93,1.492,16.04,1,1714,1715
856,2026-01-25T20:50:54.374365,16.08,"{""Fast-Inference"": 0.418069098344364, ""Standard-Inference"": 0.17905647564626995, ""Complex-Inference"": 0.2112674116052159, ""Ensemble-Inference"": 0.19160701440415018}",0.785,95,"{""0"": 35, ""1"": 25, ""3"": 16, ""2"": 19}",63496,6.23,149.23,23.97,1.5709,15.26,1,1716,1717
857,2026-01-25T20:51:06.322442,24.28,"{""Fast-Inference"": 0.41702991217058627, ""Standard-Inference"": 0.21272278598625957, ""Complex-Inference"": 0.18019622354694134, ""Ensemble-Inference"": 0.19005107829621282}",0.536,74,"{""0"": 36, ""2"": 16, ""1"": 11, ""3"": 11}",41622,6.19,154.0,24.89,2.0811,11.96,1,1718,1719
858,2026-01-25T20:51:18.372216,26.6,"{""Fast-Inference"": 0.41141413230861046, ""Standard-Inference"": 0.22020467930609539, ""Complex-Inference"": 0.19402486193602475, ""Ensemble-Inference"": 0.1743563264492694}",0.63,100,"{""3"": 21, ""0"": 45, ""1"": 18, ""2"": 16}",65572,6.23,151.21,24.26,1.5121,16.04,1,1720,1721
859,2026-01-25T20:51:30.350530,6.57,"{""Fast-Inference"": 0.3945805924523488, ""Standard-Inference"": 0.19293205437305938, ""Complex-Inference"": 0.19783929713151505, ""Ensemble-Inference"": 0.2146480560430769}",0.746,100,"{""3"": 16, ""0"": 42, ""1"": 17, ""2"": 25}",66420,6.24,149.33,23.94,1.4933,16.03,1,1722,1723
860,2026-01-25T20:51:42.367250,25.04,"{""Fast-Inference"": 0.4379077638211344, ""Standard-Inference"": 0.1898756854312925, ""Complex-Inference"": 0.18578640991751677, ""Ensemble-Inference"": 0.18643014083005643}",0.592,81,"{""0"": 35, ""1"": 23, ""3"": 13, ""2"": 10}",46523,6.2,150.66,24.3,1.86,13.06,1,1724,1725
861,2026-01-25T20:51:54.289249,29.07,"{""Fast-Inference"": 0.4298003222682214, ""Standard-Inference"": 0.16704557875957896, ""Complex-Inference"": 0.1981056556049496, ""Ensemble-Inference"": 0.20504844336725}",0.932,97,"{""1"": 19, ""0"": 41, ""3"": 20, ""2"": 17}",63470,6.23,151.72,24.37,1.5642,15.58,1,1726,1727
862,2026-01-25T20:52:06.336467,22.89,"{""Fast-Inference"": 0.4197728683996434, ""Standard-Inference"": 0.20324143082230384, ""Complex-Inference"": 0.1719097774013714, ""Ensemble-Inference"": 0.20507592337668132}",0.784,100,"{""0"": 38, ""1"": 18, ""2"": 24, ""3"": 20}",70171,6.24,151.77,24.32,1.5177,16.03,1,1728,1729
863,2026-01-25T20:52:18.311466,16.45,"{""Fast-Inference"": 0.3707612594864915, ""Standard-Inference"": 0.18306088008190008, ""Complex-Inference"": 0.21950626392481654, ""Ensemble-Inference"": 0.2266715965067918}",0.896,100,"{""2"": 23, ""3"": 23, ""0"": 39, ""1"": 15}",67532,6.23,148.57,23.84,1.4857,16.04,1,1730,1731
864,2026-01-25T20:52:30.364448,15.87,"{""Fast-Inference"": 0.3781024896770494, ""Standard-Inference"": 0.2083971818941343, ""Complex-Inference"": 0.19334501919710445, ""Ensemble-Inference"": 0.22015530923171178}",0.753,100,"{""1"": 21, ""3"": 26, ""2"": 15, ""0"": 38}",69669,6.24,148.42,23.8,1.4842,16.03,1,1732,1733
865,2026-01-25T20:52:42.072770,7.59,"{""Fast-Inference"": 0.42430122596991526, ""Standard-Inference"": 0.17600501406371255, ""Complex-Inference"": 0.2049621987610033, ""Ensemble-Inference"": 0.1947315612053689}",0.518,93,"{""3"": 20, ""0"": 41, ""1"": 19, ""2"": 13}",55543,5.92,142.23,24.03,1.5294,15.71,1,1734,1735
866,2026-01-25T20:52:54.099633,22.01,"{""Fast-Inference"": 0.3765956889010348, ""Standard-Inference"": 0.22667337160281587, ""Complex-Inference"": 0.21304565177152976, ""Ensemble-Inference"": 0.18368528772461953}",0.753,100,"{""2"": 22, ""1"": 34, ""3"": 14, ""0"": 30}",69242,5.93,144.41,24.34,1.4441,16.86,1,1736,1737
867,2026-01-25T20:53:06.127362,23.14,"{""Fast-Inference"": 0.38156554650734714, ""Standard-Inference"": 0.19282544000337246, ""Complex-Inference"": 0.22429571763309772, ""Ensemble-Inference"": 0.20131329585618277}",0.637,93,"{""3"": 12, ""0"": 43, ""1"": 16, ""2"": 22}",59306,5.92,140.19,23.68,1.5074,15.71,1,1738,1739
868,2026-01-25T20:53:18.071581,17.37,"{""Fast-Inference"": 0.39687161145195693, ""Standard-Inference"": 0.19519988081465273, ""Complex-Inference"": 0.22843949611762646, ""Ensemble-Inference"": 0.17948901161576397}",0.39,93,"{""1"": 19, ""0"": 31, ""2"": 26, ""3"": 17}",66652,5.92,141.4,23.89,1.5204,15.71,1,1740,1741
869,2026-01-25T20:53:30.360616,6.75,"{""Fast-Inference"": 0.35454130554368457, ""Standard-Inference"": 0.20189018911211254, ""Complex-Inference"": 0.2187013236561772, ""Ensemble-Inference"": 0.22486718168802555}",0.3,84,"{""1"": 11, ""0"": 34, ""3"": 17, ""2"": 22}",54083,6.21,144.83,23.34,1.7241,13.54,1,1742,1743
870,2026-01-25T20:53:42.118914,11.11,"{""Fast-Inference"": 0.4159575529172127, ""Standard-Inference"": 0.18719717537021796, ""Complex-Inference"": 0.19246925433076792, ""Ensemble-Inference"": 0.2043760173818015}",0.846,86,"{""0"": 35, ""2"": 16, ""3"": 17, ""1"": 18}",61676,5.91,140.11,23.71,1.6292,14.56,1,1744,1745
871,2026-01-25T20:53:54.081054,24.14,"{""Fast-Inference"": 0.4184359196747565, ""Standard-Inference"": 0.18892616232718554, ""Complex-Inference"": 0.19253503205674086, ""Ensemble-Inference"": 0.2001028859413171}",0.356,92,"{""0"": 36, ""2"": 22, ""3"": 20, ""1"": 14}",61194,5.92,140.65,23.77,1.5288,15.55,1,1746,1747
872,2026-01-25T20:54:06.327148,19.15,"{""Fast-Inference"": 0.43055379541328814, ""Standard-Inference"": 0.19510524168968352, ""Complex-Inference"": 0.16259270021408467, ""Ensemble-Inference"": 0.21174826268294358}",0.902,100,"{""3"": 22, ""0"": 48, ""1"": 12, ""2"": 18}",64169,6.23,155.68,24.98,1.5568,16.05,1,1748,1749
873,2026-01-25T20:54:18.079089,22.02,"{""Fast-Inference"": 0.42232966965031254, ""Standard-Inference"": 0.17544835543429282, ""Complex-Inference"": 0.17563579375027924, ""Ensemble-Inference"": 0.2265861811651154}",0.971,100,"{""0"": 43, ""3"": 20, ""1"": 15, ""2"": 22}",63472,5.93,140.5,23.7,1.405,16.87,1,1750,1751
874,2026-01-25T20:54:30.104906,14.31,"{""Fast-Inference"": 0.4235065997615203, ""Standard-Inference"": 0.1824425428312721, ""Complex-Inference"": 0.20273533369264438, ""Ensemble-Inference"": 0.1913155237145634}",0.957,91,"{""0"": 41, ""2"": 14, ""3"": 23, ""1"": 13}",61605,5.92,136.38,23.05,1.4987,15.38,1,1752,1753
875,2026-01-25T20:54:42.122738,8.34,"{""Fast-Inference"": 0.402301949405518, ""Standard-Inference"": 0.20000508755540597, ""Complex-Inference"": 0.21526610462394405, ""Ensemble-Inference"": 0.1824268584151319}",0.742,100,"{""2"": 27, ""0"": 39, ""1"": 19, ""3"": 15}",63064,5.93,142.77,24.07,1.4277,16.86,1,1754,1755
876,2026-01-25T20:54:54.304347,18.52,"{""Fast-Inference"": 0.41062025483533715, ""Standard-Inference"": 0.20001071302301196, ""Complex-Inference"": 0.2124587994519034, ""Ensemble-Inference"": 0.17691023268974745}",0.414,100,"{""1"": 22, ""0"": 40, ""3"": 21, ""2"": 17}",61418,6.23,147.28,23.62,1.4728,16.04,1,1756,1757
877,2026-01-25T20:55:06.134977,22.46,"{""Fast-Inference"": 0.4404881744684733, ""Standard-Inference"": 0.18117969345586665, ""Complex-Inference"": 0.18329246556118914, ""Ensemble-Inference"": 0.19503966651447097}",0.492,100,"{""3"": 18, ""0"": 51, ""1"": 16, ""2"": 15}",55403,5.93,140.91,23.76,1.4091,16.86,1,1758,1759
878,2026-01-25T20:55:18.349026,14.49,"{""Fast-Inference"": 0.41201760571453583, ""Standard-Inference"": 0.2001267835674797, ""Complex-Inference"": 0.17503401047925354, ""Ensemble-Inference"": 0.2128216002387309}",0.917,100,"{""0"": 46, ""3"": 22, ""1"": 19, ""2"": 13}",58900,6.23,148.72,23.85,1.4872,16.04,1,1760,1761
879,2026-01-25T20:55:30.366078,23.68,"{""Fast-Inference"": 0.4025671586553702, ""Standard-Inference"": 0.21886277905831364, ""Complex-Inference"": 0.2056850842526756, ""Ensemble-Inference"": 0.17288497803364067}",0.914,94,"{""1"": 19, ""2"": 17, ""0"": 43, ""3"": 15}",59304,6.23,149.59,24.03,1.5914,15.1,1,1762,1763
880,2026-01-25T20:55:42.079939,12.15,"{""Fast-Inference"": 0.41907749151935686, ""Standard-Inference"": 0.19751639381401856, ""Complex-Inference"": 0.21107073687334893, ""Ensemble-Inference"": 0.17233537779327554}",0.733,100,"{""0"": 39, ""1"": 16, ""2"": 27, ""3"": 18}",65920,5.94,143.25,24.14,1.4325,16.85,1,1764,1765
881,2026-01-25T20:55:54.122133,19.62,"{""Fast-Inference"": 0.41399570624886634, ""Standard-Inference"": 0.19944922599574755, ""Complex-Inference"": 0.1884164771133732, ""Ensemble-Inference"": 0.19813859064201303}",0.456,97,"{""2"": 25, ""0"": 34, ""3"": 21, ""1"": 17}",66869,5.92,141.38,23.86,1.4575,16.37,1,1766,1767
882,2026-01-25T20:56:06.090227,9.19,"{""Fast-Inference"": 0.42467303013484603, ""Standard-Inference"": 0.18270998265886973, ""Complex-Inference"": 0.194323939132898, ""Ensemble-Inference"": 0.1982930480733862}",0.907,100,"{""0"": 40, ""3"": 23, ""1"": 19, ""2"": 18}",70137,5.93,143.8,24.26,1.438,16.87,1,1768,1769
883,2026-01-25T20:56:18.307332,11.62,"{""Fast-Inference"": 0.4315662838988997, ""Standard-Inference"": 0.180091368856944, ""Complex-Inference"": 0.1936959861769937, ""Ensemble-Inference"": 0.1946463610671626}",0.472,100,"{""0"": 47, ""1"": 18, ""2"": 16, ""3"": 19}",56870,6.24,150.24,24.09,1.5024,16.04,1,1770,1771
884,2026-01-25T20:56:30.344113,13.82,"{""Fast-Inference"": 0.4155441962138243, ""Standard-Inference"": 0.18335190453653805, ""Complex-Inference"": 0.21808575967145538, ""Ensemble-Inference"": 0.18301813957818236}",0.491,100,"{""3"": 18, ""2"": 20, ""1"": 23, ""0"": 39}",59392,6.24,148.91,23.87,1.4891,16.03,1,1772,1773
885,2026-01-25T20:56:42.092440,22.81,"{""Fast-Inference"": 0.4044167809997913, ""Standard-Inference"": 0.19108107319071294, ""Complex-Inference"": 0.21707352090338036, ""Ensemble-Inference"": 0.1874286249061155}",0.37,100,"{""2"": 23, ""0"": 49, ""1"": 15, ""3"": 13}",57768,5.93,143.99,24.27,1.4399,16.85,1,1774,1775
886,2026-01-25T20:56:54.137883,6.36,"{""Fast-Inference"": 0.3489889480680532, ""Standard-Inference"": 0.21514331353824684, ""Complex-Inference"": 0.2110555948856617, ""Ensemble-Inference"": 0.22481214350803838}",0.607,100,"{""2"": 24, ""1"": 22, ""3"": 25, ""0"": 29}",77975,5.93,141.38,23.84,1.4138,16.86,1,1776,1777
887,2026-01-25T20:57:06.340259,7.41,"{""Fast-Inference"": 0.4197802619237055, ""Standard-Inference"": 0.18802730071734303, ""Complex-Inference"": 0.22233385291283245, ""Ensemble-Inference"": 0.16985858444611912}",0.613,100,"{""1"": 10, ""2"": 19, ""0"": 50, ""3"": 21}",62645,6.23,157.14,25.21,1.5714,16.04,1,1778,1779
888,2026-01-25T20:57:18.321676,14.97,"{""Fast-Inference"": 0.3794993562659571, ""Standard-Inference"": 0.22189994007063799, ""Complex-Inference"": 0.1789797116283192, ""Ensemble-Inference"": 0.2196209920350858}",0.907,100,"{""3"": 19, ""1"": 24, ""2"": 21, ""0"": 36}",73621,6.23,149.45,23.97,1.4945,16.04,1,1780,1781
889,2026-01-25T20:57:30.351836,23.32,"{""Fast-Inference"": 0.3951776144671511, ""Standard-Inference"": 0.22150828052247026, ""Complex-Inference"": 0.20337762450815888, ""Ensemble-Inference"": 0.17993648050221955}",0.34,86,"{""0"": 36, ""2"": 18, ""3"": 19, ""1"": 13}",54948,6.21,145.81,23.46,1.6955,13.84,1,1782,1783
890,2026-01-25T20:57:42.325656,15.67,"{""Fast-Inference"": 0.44789085557441943, ""Standard-Inference"": 0.18700364044274934, ""Complex-Inference"": 0.17310376849053832, ""Ensemble-Inference"": 0.19200173549229288}",0.543,100,"{""2"": 20, ""0"": 44, ""3"": 17, ""1"": 19}",62908,6.24,148.62,23.82,1.4862,16.03,1,1784,1785
891,2026-01-25T20:57:54.350171,23.08,"{""Fast-Inference"": 0.42590625349796996, ""Standard-Inference"": 0.19225890768220133, ""Complex-Inference"": 0.18944317241423406, ""Ensemble-Inference"": 0.1923916664055946}",0.896,98,"{""0"": 33, ""1"": 23, ""2"": 20, ""3"": 22}",71544,6.23,148.8,23.88,1.5183,15.72,1,1786,1787
892,2026-01-25T20:58:06.318484,17.45,"{""Fast-Inference"": 0.38529315861606, ""Standard-Inference"": 0.19374210345973744, ""Complex-Inference"": 0.2183957132116374, ""Ensemble-Inference"": 0.20256902471256522}",0.485,100,"{""2"": 19, ""0"": 37, ""1"": 25, ""3"": 19}",64204,6.24,145.05,23.25,1.4505,16.03,1,1788,1789
893,2026-01-25T20:58:18.085552,26.12,"{""Fast-Inference"": 0.41069801902763314, ""Standard-Inference"": 0.1954667139453825, ""Complex-Inference"": 0.17795295248045603, ""Ensemble-Inference"": 0.2158823145465283}",0.834,100,"{""3"": 23, ""0"": 51, ""2"": 12, ""1"": 14}",62924,5.93,141.12,23.8,1.4112,16.87,1,1790,1791
894,2026-01-25T20:58:30.133297,22.87,"{""Fast-Inference"": 0.4382919479841551, ""Standard-Inference"": 0.19666582244036473, ""Complex-Inference"": 0.17723829976821107, ""Ensemble-Inference"": 0.18780392980726926}",0.934,100,"{""0"": 38, ""3"": 26, ""1"": 21, ""2"": 15}",75743,5.93,142.94,24.11,1.4294,16.87,1,1792,1793
895,2026-01-25T20:58:42.336351,19.67,"{""Fast-Inference"": 0.41963185698026073, ""Standard-Inference"": 0.203418775277745, ""Complex-Inference"": 0.17696041926806416, ""Ensemble-Inference"": 0.19998894847393014}",0.651,96,"{""1"": 25, ""0"": 45, ""2"": 13, ""3"": 13}",50326,6.23,149.77,24.06,1.5601,15.42,1,1794,1795
896,2026-01-25T20:58:54.321621,16.72,"{""Fast-Inference"": 0.4000943852203569, ""Standard-Inference"": 0.21961971416992873, ""Complex-Inference"": 0.20731860750872183, ""Ensemble-Inference"": 0.1729672931009926}",0.77,91,"{""0"": 48, ""1"": 26, ""3"": 6, ""2"": 11}",36465,6.22,147.5,23.72,1.6209,14.64,1,1796,1797
897,2026-01-25T20:59:06.109381,18.84,"{""Fast-Inference"": 0.4198260441190147, ""Standard-Inference"": 0.21399046149708284, ""Complex-Inference"": 0.19472772860966348, ""Ensemble-Inference"": 0.17145576577423896}",0.399,100,"{""2"": 11, ""0"": 43, ""3"": 16, ""1"": 30}",52999,5.93,138.93,23.41,1.3893,16.85,1,1798,1799
898,2026-01-25T20:59:18.309702,19.87,"{""Fast-Inference"": 0.4337155094327327, ""Standard-Inference"": 0.2009559749546073, ""Complex-Inference"": 0.1813084534049989, ""Ensemble-Inference"": 0.1840200622076611}",0.319,90,"{""2"": 18, ""0"": 30, ""1"": 21, ""3"": 21}",62376,6.22,149.24,24.0,1.6582,14.47,1,1800,1801
899,2026-01-25T20:59:30.115681,28.46,"{""Fast-Inference"": 0.3837418131312607, ""Standard-Inference"": 0.20957826746051567, ""Complex-Inference"": 0.20149685844417345, ""Ensemble-Inference"": 0.20518306096405012}",0.557,90,"{""0"": 30, ""2"": 25, ""1"": 14, ""3"": 21}",66914,5.91,141.96,24.02,1.5773,15.23,1,1802,1803
900,2026-01-25T20:59:42.126370,5.33,"{""Fast-Inference"": 0.3984347475077178, ""Standard-Inference"": 0.1912914978693526, ""Complex-Inference"": 0.1949613664060659, ""Ensemble-Inference"": 0.2153123882168637}",0.863,100,"{""3"": 25, ""2"": 21, ""0"": 39, ""1"": 15}",70412,5.93,141.77,23.89,1.4177,16.85,1,1804,1805
901,2026-01-25T20:59:54.298016,13.96,"{""Fast-Inference"": 0.37673731543142847, ""Standard-Inference"": 0.1940957183406481, ""Complex-Inference"": 0.18920471189233087, ""Ensemble-Inference"": 0.2399622543355926}",0.596,100,"{""0"": 43, ""2"": 13, ""1"": 31, ""3"": 13}",53860,6.23,147.41,23.65,1.4741,16.04,1,1806,1807
902,2026-01-25T21:00:06.088215,10.61,"{""Fast-Inference"": 0.4061510135551434, ""Standard-Inference"": 0.2192563275064782, ""Complex-Inference"": 0.17143145855073127, ""Ensemble-Inference"": 0.20316120038764707}",0.574,78,"{""1"": 15, ""3"": 12, ""2"": 14, ""0"": 37}",42132,5.89,141.22,23.97,1.8106,13.24,1,1808,1809
903,2026-01-25T21:00:18.339029,8.96,"{""Fast-Inference"": 0.3800911671880093, ""Standard-Inference"": 0.21251361626570084, ""Complex-Inference"": 0.20705966350350197, ""Ensemble-Inference"": 0.20033555304278797}",0.889,100,"{""0"": 38, ""2"": 22, ""1"": 24, ""3"": 16}",68342,6.24,145.81,23.37,1.4581,16.03,1,1810,1811
904,2026-01-25T21:00:30.088368,9.43,"{""Fast-Inference"": 0.4052593698120661, ""Standard-Inference"": 0.19264533060235414, ""Complex-Inference"": 0.21595209888314368, ""Ensemble-Inference"": 0.1861432007024361}",0.391,97,"{""1"": 20, ""2"": 18, ""0"": 45, ""3"": 14}",55112,5.92,146.45,24.72,1.5098,16.37,1,1812,1813
905,2026-01-25T21:00:42.079590,11.12,"{""Fast-Inference"": 0.422177111074272, ""Standard-Inference"": 0.19448389546326678, ""Complex-Inference"": 0.1890005665046142, ""Ensemble-Inference"": 0.1943384269578471}",0.905,83,"{""1"": 22, ""3"": 14, ""0"": 30, ""2"": 17}",51259,5.9,142.68,24.19,1.7191,14.07,1,1814,1815
906,2026-01-25T21:00:54.106698,16.28,"{""Fast-Inference"": 0.3688017691861295, ""Standard-Inference"": 0.2066389727071858, ""Complex-Inference"": 0.22153714879917816, ""Ensemble-Inference"": 0.20302210930750644}",0.83,91,"{""0"": 38, ""1"": 16, ""2"": 18, ""3"": 19}",58614,5.92,139.91,23.65,1.5375,15.38,1,1816,1817
907,2026-01-25T21:01:06.120486,22.56,"{""Fast-Inference"": 0.38661351441435166, ""Standard-Inference"": 0.18637819146875542, ""Complex-Inference"": 0.23476589662409167, ""Ensemble-Inference"": 0.19224239749280128}",0.405,100,"{""1"": 25, ""0"": 31, ""3"": 22, ""2"": 22}",70490,5.93,142.32,24.0,1.4232,16.86,1,1818,1819
908,2026-01-25T21:01:18.297732,18.56,"{""Fast-Inference"": 0.38944344987817886, ""Standard-Inference"": 0.20987491568011293, ""Complex-Inference"": 0.20172588486122559, ""Ensemble-Inference"": 0.19895574958048257}",0.957,95,"{""0"": 43, ""1"": 24, ""3"": 14, ""2"": 14}",55303,6.23,146.76,23.57,1.5448,15.26,1,1820,1821
909,2026-01-25T21:01:30.320211,21.31,"{""Fast-Inference"": 0.401322287370789, ""Standard-Inference"": 0.20137346747257037, ""Complex-Inference"": 0.20973698653123607, ""Ensemble-Inference"": 0.1875672586254046}",0.529,98,"{""1"": 18, ""3"": 18, ""2"": 27, ""0"": 35}",66183,6.24,147.8,23.69,1.5082,15.71,1,1822,1823
910,2026-01-25T21:01:42.340972,18.87,"{""Fast-Inference"": 0.40629062717254755, ""Standard-Inference"": 0.17479510167420026, ""Complex-Inference"": 0.23132454195538824, ""Ensemble-Inference"": 0.18758972919786387}",0.667,100,"{""1"": 13, ""3"": 22, ""2"": 20, ""0"": 45}",72488,6.24,152.7,24.48,1.527,16.03,1,1824,1825
911,2026-01-25T21:01:54.297956,20.76,"{""Fast-Inference"": 0.4050624345390222, ""Standard-Inference"": 0.1942509012763879, ""Complex-Inference"": 0.20127856936035468, ""Ensemble-Inference"": 0.19940809482423516}",0.53,88,"{""2"": 20, ""0"": 26, ""1"": 20, ""3"": 22}",68958,6.21,152.24,24.51,1.73,14.17,1,1826,1827
912,2026-01-25T21:02:06.141759,25.03,"{""Fast-Inference"": 0.3593774060571731, ""Standard-Inference"": 0.19312323910209475, ""Complex-Inference"": 0.217799211184148, ""Ensemble-Inference"": 0.22970014365658423}",0.847,100,"{""3"": 24, ""2"": 20, ""0"": 33, ""1"": 23}",76579,5.93,143.95,24.27,1.4395,16.86,1,1828,1829
913,2026-01-25T21:02:18.358575,23.85,"{""Fast-Inference"": 0.42281748444166195, ""Standard-Inference"": 0.18747228975339436, ""Complex-Inference"": 0.19354542491523083, ""Ensemble-Inference"": 0.19616480088971272}",0.434,100,"{""0"": 49, ""1"": 15, ""3"": 16, ""2"": 20}",53776,6.24,147.7,23.69,1.477,16.04,1,1830,1831
914,2026-01-25T21:02:30.084606,14.78,"{""Fast-Inference"": 0.41054566005794785, ""Standard-Inference"": 0.2108464902440238, ""Complex-Inference"": 0.17462390827402507, ""Ensemble-Inference"": 0.2039839414240032}",0.756,100,"{""2"": 16, ""0"": 32, ""3"": 28, ""1"": 24}",77730,5.94,141.39,23.82,1.4139,16.85,1,1832,1833
915,2026-01-25T21:02:42.375441,9.09,"{""Fast-Inference"": 0.38014394824139786, ""Standard-Inference"": 0.20447335274950582, ""Complex-Inference"": 0.22527465852268153, ""Ensemble-Inference"": 0.19010804048641475}",0.654,100,"{""0"": 33, ""2"": 26, ""1"": 20, ""3"": 21}",76266,6.24,150.78,24.18,1.5078,16.04,1,1834,1835
916,2026-01-25T21:02:54.091215,24.64,"{""Fast-Inference"": 0.3983017331912993, ""Standard-Inference"": 0.18268047356329029, ""Complex-Inference"": 0.228056658626146, ""Ensemble-Inference"": 0.1909611346192645}",0.36,85,"{""3"": 21, ""2"": 19, ""0"": 39, ""1"": 6}",57461,5.9,139.23,23.59,1.638,14.4,1,1836,1837
917,2026-01-25T21:03:06.349387,9.06,"{""Fast-Inference"": 0.4377415995899464, ""Standard-Inference"": 0.20005109013644612, ""Complex-Inference"": 0.1650968065848227, ""Ensemble-Inference"": 0.1971105036887848}",0.459,100,"{""0"": 46, ""1"": 25, ""3"": 17, ""2"": 12}",53157,6.23,156.22,25.06,1.5622,16.04,1,1838,1839
918,2026-01-25T21:03:18.074788,17.17,"{""Fast-Inference"": 0.42089109395618507, ""Standard-Inference"": 0.20566608972947817, ""Complex-Inference"": 0.1715272078944489, ""Ensemble-Inference"": 0.20191560841988793}",0.747,94,"{""2"": 16, ""1"": 19, ""0"": 36, ""3"": 23}",71544,5.92,141.66,23.94,1.507,15.88,1,1840,1841
